id,Einstein_Radius_actual,Einstein_radius_Inception,Einstein_Radius_Sequential,Einstein_Radius_ResNet,Einstein_Radius_ResNetXt,Sigma_V_actual,Sigma_V_Inception,Sigma_V_Sequential,Sigma_V_ResNet,Sigma_V_ResNetXt,RedShift_Lens_ZL_actual,RedShift_Lens_ZL_Inception,RedShift_Lens_ZL_Sequential,RedShift_Lens_ZL_ResNet,RedShift_Lens_ZL_ResNetXt,Redshift_Source_ZS_actual,Redshift_Source_ZS_Inception,Redshift_Source_ZS_Sequential,Redshift_Source_ZS_ResNet,Redshift_Source_ZS_ResNetXt
165,1.839,1.90799,1.78454,1.77329,1.76697,276.866,278.874,281.759,259.024,280.464,0.196,0.161699,0.181143,0.193595,0.176541,1.726,1.73969,1.70566,1.72177,2.02079
166,1.65,1.5156,1.56791,1.85071,1.75781,337.381,349.271,339.49,340.166,347.344,0.763,0.656858,0.708163,0.813914,0.760134,2.156,2.16622,2.14473,3.62525,2.18977
167,1.592,1.14277,1.04209,1.42347,1.44419,282.137,273.105,255.477,268.708,263.55,0.188,0.210948,0.180713,0.131629,0.154957,0.702,1.05359,1.08705,1.05142,0.915804
168,1.585,1.48555,1.42513,1.51217,1.41153,296.916,281.309,267.632,267.604,273.399,0.371,0.32942,0.354026,0.359179,0.31353,1.242,1.88531,2.04191,1.99183,1.97173
169,1.186,1.11053,1.16529,1.18444,1.16861,248.188,261.58,263.443,262.082,248.745,0.406,0.430112,0.437414,0.392489,0.413847,1.712,1.28829,1.34514,1.24539,1.64329
170,1.061,1.04801,0.99751,1.10033,1.0066,281.293,251.9,276.72,295.509,288.411,0.67,0.597835,0.622111,0.480168,0.620693,1.585,1.58497,1.77512,1.85546,1.80868
171,1.499,1.33147,1.46321,1.45848,1.23875,293.39,289.217,282.117,303.509,287.756,0.628,0.550217,0.490049,0.55626,0.62299,2.464,2.47182,1.65651,1.83424,1.6826
172,1.65,1.5775,1.58507,1.67193,1.65605,299.222,275.695,272.564,298.607,277.164,0.279,0.234389,0.232942,0.230773,0.241697,0.915,1.63227,1.47787,1.50469,1.56733
173,2.781,3.14045,3.14896,2.22867,2.80183,333.373,321.59,308.538,306.296,316.033,0.148,0.120325,0.12731,0.140916,0.141767,1.644,1.20781,1.10951,1.15199,0.96997
174,1.338,1.05676,1.22444,1.1749,1.25463,262.319,242.345,268.305,251.551,257.975,0.424,0.446538,0.377162,0.411309,0.376804,1.888,1.21979,2.08669,1.32557,2.32635
175,2.062,1.87844,2.02139,1.95025,2.02405,316.545,289.725,293.003,287.809,307.372,0.413,0.358946,0.359893,0.378395,0.357128,2.29,1.55942,2.2343,2.25782,2.06896
176,1.174,1.12299,1.13743,1.18335,1.1185,313.081,262.822,290.276,270.961,274.972,0.817,0.61376,0.770391,0.622383,0.681447,1.781,2.14538,1.9217,3.30964,2.17398
177,2.895,2.41334,2.28252,2.23668,1.96259,337.426,292.267,289.38,307.56,289.211,0.137,0.105011,0.121018,0.143033,0.131311,1.761,1.02132,1.01647,1.218,1.18981
179,1.571,1.66511,1.59358,1.69705,1.62513,281.36,274.003,269.873,275.969,271.161,0.443,0.431367,0.429942,0.449623,0.414204,2.198,2.28958,1.98013,2.66969,2.92261
181,0.641,0.741112,0.775281,0.836082,0.763507,249.18,233.018,256.243,238.367,247.868,0.943,0.831171,0.890654,1.04101,0.882946,1.831,2.89539,2.05144,2.36347,2.97599
182,0.917,1.1925,1.22368,1.3598,1.23609,271.935,251.879,268.699,269.137,263.781,0.456,0.438206,0.426521,0.421376,0.452272,0.901,1.72799,1.76803,1.70269,1.35409
185,1.034,0.869787,0.996171,0.996667,0.978345,252.645,289.406,282.075,278.069,275.698,0.698,0.66495,0.768614,0.749431,0.720716,2.398,1.87387,1.93331,2.39059,1.75266
186,1.189,1.60673,1.25724,1.10143,1.11295,242.124,255.003,256.863,234.815,260.905,0.185,0.193063,0.182546,0.164565,0.185866,0.717,0.996785,1.02742,0.909745,1.01534
187,1.095,1.05337,1.01589,1.04032,1.01915,243.978,260.067,256.68,250.185,260.735,0.522,0.556616,0.483942,0.493231,0.595562,2.171,1.75519,1.69979,2.12497,1.7695
188,1.5,1.69971,1.48492,1.97549,1.5921,269.334,292.732,305.149,256.502,291.569,0.256,0.242934,0.266279,0.256024,0.274736,1.143,2.25926,1.74294,2.10572,1.82802
190,1.979,1.75579,1.67102,1.83214,1.75813,321.692,286.828,300.065,339.507,309.508,0.43,0.386289,0.384146,0.362144,0.410964,1.822,1.37025,1.77158,1.65091,1.69371
191,1.544,1.64234,1.55333,1.8189,1.6141,291.97,284.267,295.277,294.1,282.412,0.348,0.377531,0.3943,0.330784,0.354973,1.164,1.64668,1.9572,1.75234,1.28007
192,0.698,0.723138,0.771795,0.771924,0.805871,208.217,201.882,214.647,202.812,206.633,0.322,0.336258,0.299282,0.361214,0.28061,0.837,1.19785,0.807883,1.41446,1.7528
193,1.041,1.04099,1.04593,1.00763,1.05159,274.092,254.115,261.595,245.739,296.196,0.97,0.944484,0.965937,0.967246,0.998823,2.857,2.61735,2.59336,3.31735,3.0262
194,1.599,1.64972,1.59827,1.64702,1.73846,296.772,305.31,320.458,286.057,294.487,0.453,0.46477,0.46679,0.487983,0.45276,1.677,1.73091,1.7127,1.66374,1.68846
195,0.9,0.960013,1.01978,0.917626,0.974974,258.993,273.985,281.385,258.432,290.942,0.93,0.940495,1.04955,1.30026,1.1086,2.522,2.91546,3.29532,3.37965,2.62535
196,1.427,2.11036,1.84006,2.05347,1.63937,237.276,290.36,288.93,284.629,291.902,0.081,0.128522,0.129007,0.144604,0.13636,0.812,0.977946,0.965352,1.14701,1.11411
197,2.061,2.28926,2.27682,2.13267,2.17991,332.128,326.196,329.2,329.755,332.995,0.42,0.414028,0.4244,0.422,0.404633,1.631,2.35681,1.91749,1.59069,2.22141
198,1.206,1.24963,1.22913,1.18036,1.2246,273.616,276.62,299.482,290.039,275.559,0.791,0.817457,0.845149,0.851804,0.76693,2.901,3.30997,2.87472,3.6996,2.70701
199,1.49,1.62365,1.47874,1.32149,1.46746,326.924,333.134,332.716,340.474,321.403,0.844,0.773666,0.729436,0.756312,0.757072,2.333,2.65094,2.96188,2.69385,2.73576
201,2.159,1.72156,1.5364,1.71205,1.73143,297.308,312.856,290.283,278.276,289.076,0.203,0.180202,0.183163,0.18485,0.214416,2.159,1.36858,1.50435,1.49912,1.2819
202,1.425,1.51542,1.38277,1.44676,1.43854,316.995,313.339,323.862,289.387,280.425,0.658,0.655452,0.632405,0.464356,0.616284,1.685,1.91178,1.90988,2.31003,2.03617
203,1.952,1.87877,1.98116,2.04599,1.84422,311.102,292.657,337.196,303.772,300.141,0.267,0.232809,0.262918,0.275757,0.266861,1.11,1.93612,1.60213,1.84762,1.60667
204,0.732,0.752615,0.670014,0.695903,0.69727,202.963,226.922,187.812,215.251,209.569,0.524,0.560177,0.650653,0.628494,0.602458,1.965,2.00366,1.86013,2.12146,1.98193
205,1.187,1.23053,1.13796,1.13845,1.15309,253.072,259.878,264.509,261.557,255.034,0.483,0.509298,0.548668,0.414868,0.454002,1.966,1.54676,1.92219,2.39678,2.04169
206,1.484,1.39163,1.38987,1.48745,1.3866,236.932,241.728,255.225,258.036,248.632,0.107,0.161699,0.142879,0.170525,0.109881,2.128,1.0512,1.02799,1.46103,1.03568
207,1.723,1.66365,1.70993,1.7904,1.68178,322.781,323.53,316.493,334.792,320.993,0.652,0.694051,0.680268,0.667643,0.611308,2.267,2.33016,2.68866,2.20155,2.20903
208,1.234,1.15011,1.33184,1.32387,1.44386,235.188,220.225,208.948,223.659,219.002,0.249,0.305533,0.22804,0.245089,0.23688,1.536,1.83474,1.27988,1.38332,1.64689
209,1.761,1.69323,1.73804,1.73296,1.68843,273.018,279.211,278.248,262.65,285.306,0.189,0.192894,0.225751,0.218968,0.190854,1.455,1.68051,1.73672,1.66599,1.37501
210,2.121,2.13333,2.06557,1.98075,2.18184,294.875,290.509,288.951,247.634,288.889,0.149,0.149595,0.123642,0.180139,0.177296,1.304,1.73232,1.30897,1.62012,1.43877
211,1.052,1.00309,1.09099,1.07066,1.09506,243.946,255.685,265.871,255.405,262.98,0.554,0.610966,0.610699,0.569307,0.566008,2.103,1.81904,1.68574,2.2202,2.00471
212,1.051,1.16984,1.07542,0.971137,1.14,239.984,240.36,222.256,230.942,211.796,0.469,0.560197,0.509686,0.439719,0.485857,1.791,2.38355,1.62278,2.29769,2.84734
213,1.756,1.8443,2.23209,2.13112,1.7083,272.156,298.941,297.927,293.26,324.202,0.215,0.20795,0.232808,0.195813,0.235579,1.825,1.34363,1.57009,1.36824,1.66616
214,2.029,2.05562,2.07838,1.89821,2.07707,321.662,323.936,318.046,304.155,318.407,0.432,0.387732,0.464853,0.428388,0.474537,2.007,2.05067,2.62461,2.23279,2.01472
215,2.738,2.30969,2.27393,1.98086,2.13234,367.565,303.341,288.009,313.743,282.781,0.154,0.161699,0.156801,0.145204,0.151602,0.58,0.788018,1.07779,1.0095,0.952592
217,1.296,1.30126,1.33372,1.20819,1.34652,260.143,270.312,282.667,271.589,259.868,0.608,0.609433,0.579203,0.559725,0.546482,3.324,1.85897,2.5481,2.63971,3.42205
218,0.815,0.789901,0.766624,0.829746,0.860388,230.959,238.396,222.07,271.558,281.426,0.83,0.912787,0.987847,0.954194,0.929064,2.748,2.75552,2.86629,2.97826,2.07347
219,1.786,1.72403,1.79145,1.69255,1.58893,301.577,292.441,299.417,304.467,293.657,0.35,0.323463,0.310981,0.287334,0.334564,1.472,1.23066,1.56799,1.40121,1.49734
220,1.377,1.43058,1.39529,1.29676,1.26326,255.439,294.436,284.909,272.958,273.056,0.551,0.507836,0.558977,0.477504,0.527496,4.777,2.69666,2.45994,2.64364,1.71155
221,1.182,1.53258,1.32307,1.43676,1.41365,268.822,278.581,287.653,267.977,298.724,0.355,0.38109,0.38415,0.366003,0.382039,0.964,1.2853,1.08536,1.70044,2.41136
222,2.003,2.03163,1.97886,2.13684,2.0909,292.425,300.486,291.953,291.642,304.781,0.246,0.252101,0.266065,0.266526,0.277129,2.078,1.76919,1.77128,1.95417,1.68051
223,1.494,1.42364,1.56657,1.67948,1.61972,323.611,303.875,311.668,306.23,306.772,0.646,0.655865,0.64759,0.562084,0.64142,1.658,2.04708,1.98229,1.95672,1.92297
224,1.122,1.0842,1.13115,1.0966,1.04594,252.349,253.282,277.69,266.184,252.617,0.633,0.74879,0.767418,0.792803,0.634082,2.591,2.44971,2.13549,2.02363,2.38254
225,1.186,1.18308,1.17427,1.14807,1.22157,286.846,290.174,286.976,299.033,296.405,0.835,0.950097,0.790289,0.865281,0.887132,2.445,3.01732,2.22928,2.48672,1.96591
226,1.171,1.51434,1.45109,1.5724,1.45126,213.202,258.437,290.628,240.363,278.257,0.077,0.137113,0.134844,0.13654,0.148932,0.892,1.05786,0.934727,1.1183,0.955737
227,0.928,1.01695,1.03664,1.05142,0.98492,318.788,285.987,288.963,292.954,295.457,0.579,0.522256,0.44531,0.42436,0.572829,0.932,0.733267,1.31979,1.20372,0.926003
229,1.315,1.42359,1.40137,1.34298,1.36858,254.743,303.33,282.09,283.841,277.918,0.549,0.678008,0.760289,0.553752,0.6438,3.614,2.59289,1.95151,2.33371,2.45249
230,1.099,1.12115,1.08397,1.1995,0.894459,248.566,239.655,220.066,226.69,236.788,0.378,0.358817,0.373088,0.323849,0.342142,1.242,1.39016,1.38048,1.51293,1.79741
231,1.053,1.18086,1.0088,1.28845,1.14096,272.858,264.835,268.394,266.747,266.32,0.337,0.35384,0.317723,0.316682,0.280354,0.737,1.07137,1.2325,1.40042,1.62962
232,1.372,1.15589,1.19596,1.21486,1.25112,274.267,271.939,256.47,272.035,269.478,0.58,0.569543,0.62798,0.524673,0.566736,2.505,2.7035,2.16079,2.39316,2.1363
233,0.961,1.01104,0.994361,1.00921,1.08075,267.57,247.686,257.717,235.729,251.032,0.68,0.6865,0.676493,0.648465,0.707195,1.622,1.95281,1.66374,1.87224,1.92886
234,2.145,2.14915,2.07117,2.19987,2.09769,327.997,310.024,325.647,297.63,314.6,0.311,0.281421,0.264193,0.287052,0.286639,1.312,1.42431,1.55432,1.69744,1.48074
235,2.244,2.19566,2.20612,2.13408,2.22674,337.064,338.831,337.636,327.248,334.427,0.383,0.418655,0.354669,0.393362,0.368892,1.71,1.69401,1.80009,1.84897,1.80093
236,1.225,1.38365,1.3728,1.3151,1.40295,348.403,295.813,294.883,293.405,298.578,0.786,0.648777,0.607871,0.603397,0.661904,1.429,1.76535,2.1252,1.9302,1.80211
238,1.778,1.23613,1.14664,1.28472,1.365,383.522,293.974,280.268,305.161,324.615,1.545,1.50293,1.1575,1.07547,1.48453,4.777,4.74848,4.31229,3.82,3.55733
239,0.717,0.833942,0.80762,0.857631,0.823765,181.554,221.886,219.36,203.434,210.801,0.187,0.24688,0.220479,0.192925,0.219629,0.922,0.728623,1.25583,1.46564,1.22114
240,1.595,1.20783,1.34733,1.57299,1.50975,268.165,278.233,269.522,271.305,264.955,0.123,0.107164,0.137801,0.137169,0.129652,0.605,0.921973,1.09663,1.02075,0.969477
241,1.193,1.41032,1.33089,1.52996,1.34016,249.338,255.685,265.038,230.334,251.696,0.133,0.144724,0.156765,0.184758,0.138039,0.429,0.838569,1.16192,1.49028,1.10236
242,1.345,1.33047,1.35566,1.31596,1.3,270.609,278.556,269.356,281.628,261.14,0.485,0.531512,0.459345,0.476575,0.486535,1.925,1.86534,1.97375,1.99747,2.48759
243,1.155,1.10995,1.16764,1.12052,1.14992,255.109,271.424,262.805,282.824,263.13,0.554,0.614094,0.567811,0.474109,0.545369,2.132,1.49981,2.75566,2.35369,2.30617
244,1.511,1.46749,1.55976,1.42513,1.532,286.484,291.881,289.183,298.461,297.952,0.491,0.44537,0.584788,0.465922,0.52434,1.975,2.7454,1.99746,2.34338,1.72797
245,0.701,0.754625,0.703923,0.730852,0.689438,285.798,271.292,258.598,275.414,225.115,1.116,0.963086,0.900977,0.785786,0.928776,1.939,2.07621,2.19481,1.9821,2.2797
246,1.47,1.44753,1.32901,1.42369,1.32819,263.37,268.893,262.22,269.159,258.597,0.387,0.37333,0.402155,0.339025,0.396989,2.381,1.47983,2.25891,1.85156,1.55722
247,1.73,1.90645,1.81008,1.81024,1.90087,284.01,297.561,298.88,282.471,290.797,0.291,0.297559,0.297073,0.258455,0.312206,1.594,1.69742,1.89632,1.59019,1.28946
248,1.486,1.28472,1.39136,1.38414,1.34007,255.034,273.357,273.516,262.612,265.131,0.278,0.305603,0.27108,0.28345,0.304706,2.136,1.06848,1.30855,1.32833,1.3593
250,0.878,0.839872,0.835265,0.882705,0.969666,276.049,285.913,295.128,281.187,302.198,1.068,1.19236,1.00988,0.965933,1.06173,2.455,2.54202,2.22018,2.74263,3.25609
251,1.541,1.88282,1.68926,1.82478,1.92037,271.081,302.435,308.691,288.714,309.325,0.376,0.394089,0.46699,0.396245,0.44077,2.142,2.45104,2.08551,2.34731,2.5854
252,1.19,1.22949,1.16234,1.19177,1.35715,271.031,255.159,253.725,275.032,268.866,0.531,0.491669,0.478601,0.507943,0.492894,1.599,1.85246,1.88748,1.69054,1.37711
253,1.263,1.04195,0.984319,1.08816,1.02954,259.179,235.959,236.17,239.644,235.695,0.39,0.339832,0.29973,0.344446,0.351134,1.496,1.10537,1.36422,1.15208,2.02335
254,1.206,1.43948,1.50409,1.25004,1.43845,270.595,293.86,294.124,272.999,281.813,0.233,0.249724,0.253953,0.211251,0.23869,0.597,0.703005,0.835062,0.819534,0.802206
255,1.501,1.51793,1.51087,1.67351,1.53082,288.868,281.443,286.127,282.306,298.635,0.606,0.555017,0.573714,0.662034,0.632882,2.576,2.74861,2.42194,2.45034,2.17406
256,1.515,1.46879,1.37185,1.44347,1.28463,252.204,242.641,243.98,245.526,248.889,0.187,0.188172,0.209263,0.215399,0.215712,1.527,1.47374,1.41937,1.58168,1.05255
257,1.017,1.01951,1.11774,1.12418,0.973679,230.958,234.661,232.577,239.945,242.043,0.438,0.452791,0.484039,0.506598,0.435984,1.857,2.00967,1.60039,1.74511,1.91758
258,0.693,0.766655,0.70438,0.729528,0.716082,238.029,204.949,232.577,226.718,243.27,0.894,1.09256,0.894384,0.797947,0.981655,2.065,2.63217,2.46317,2.23588,2.16373
259,1.428,1.49303,1.54739,1.40243,1.46456,296.866,304.741,294.007,279.479,292.811,0.552,0.519493,0.533317,0.57227,0.532103,1.686,2.08698,2.2922,1.96308,1.9474
260,1.006,0.907049,0.976169,1.00957,0.932885,259.763,230.951,250.852,226.372,242.741,0.748,0.716699,0.809504,0.851761,0.669021,2.21,1.87887,2.24809,2.97783,2.62048
263,1.787,1.70744,1.43202,1.67733,1.64027,311.556,298.806,295.868,286.369,281.566,0.245,0.192225,0.167581,0.163371,0.200546,0.781,1.408,1.01951,1.11968,0.990321
264,1.022,0.978214,1.08844,1.12255,1.01003,252.839,243.554,262.767,279.631,267.825,0.74,0.73713,0.815136,0.737335,0.761801,2.547,2.75236,1.89831,2.19756,1.84711
265,0.805,0.815548,0.887218,0.837209,0.799339,186.835,188.618,178.655,203.82,193.613,0.276,0.401999,0.387313,0.453352,0.422803,2.255,1.81492,2.15092,2.21988,2.11037
266,1.676,1.79635,1.52564,1.67011,1.64619,306.423,299.029,320.832,312.846,299.382,0.653,0.607743,0.574489,0.554027,0.571807,2.857,2.69047,2.6063,2.72683,3.3963
268,1.141,1.09005,0.977122,1.04959,1.1546,244.359,209.587,249.423,244.456,248.652,0.406,0.364325,0.287116,0.387848,0.366856,1.668,1.21704,1.40695,1.41297,1.38681
269,1.384,1.2675,1.38565,1.35354,1.35999,236.773,226.299,239.14,239.007,248.574,0.165,0.183156,0.193548,0.191778,0.203884,1.714,1.91274,1.44713,1.50158,1.62157
271,1.282,1.21356,1.20428,1.20263,1.26372,263.619,251.356,235.649,260.705,260.454,0.429,0.438222,0.441772,0.444452,0.424658,1.619,1.32961,1.61219,1.4273,1.74628
273,1.05,1.18946,1.08669,1.14095,1.13049,261.318,260.716,272.032,261.031,259.961,0.582,0.496205,0.53277,0.50807,0.525422,1.635,1.33843,1.87913,1.8999,1.85702
274,1.548,1.2028,1.23692,1.08259,1.02395,293.278,253.71,258.85,281.067,259.915,0.32,0.248263,0.285706,0.307833,0.277565,1.026,0.646528,0.748499,0.897017,0.748483
275,0.966,0.950748,0.967861,0.913067,0.971808,266.173,250.581,249.391,239.645,239.82,0.552,0.483317,0.46402,0.486847,0.468372,1.265,1.3894,1.54875,1.58062,1.91131
276,1.514,2.1737,2.04691,1.57542,1.94116,269.231,273.621,283.306,253.242,293.417,0.103,0.12838,0.141465,0.138575,0.143129,0.404,0.75523,0.912661,0.882351,1.01997
277,1.398,1.58649,1.50267,1.43132,1.49106,264.095,297.285,294.748,300.583,286.377,0.444,0.505433,0.463267,0.454626,0.466874,2.296,1.47887,1.86705,1.9115,2.27018
278,1.837,1.73279,1.65501,1.65567,1.67857,292.088,263.786,276.91,275.049,275.206,0.427,0.355841,0.395975,0.342325,0.366481,3.146,2.98034,2.44145,2.68519,2.31879
279,1.015,1.00548,1.10344,0.942049,1.08056,220.951,237.783,242.649,224.04,243.021,0.274,0.301154,0.291075,0.295509,0.309402,1.284,1.26564,1.27486,1.87003,1.41045
280,2.298,2.07112,2.29185,2.14368,2.13002,321.716,319.344,333.112,323.99,335.41,0.346,0.388901,0.384795,0.331707,0.370696,2.574,1.52946,2.04878,2.03384,2.01832
281,0.944,0.933859,0.836352,0.8683,0.890812,342.721,228.927,216.801,255.998,247.742,0.928,0.456194,0.651782,0.665377,0.697541,1.482,1.95135,2.19323,2.1891,2.26995
282,1.061,1.09634,1.11395,1.12309,1.14212,236.092,234.66,228.842,227.648,236.515,0.446,0.486911,0.39545,0.465108,0.413979,1.895,2.15969,2.03526,1.59382,1.4538
283,1.559,1.55313,1.56543,1.65758,1.60068,277.832,283.218,280.03,290.607,281.788,0.382,0.414611,0.431803,0.422594,0.412849,1.856,1.70921,1.88349,2.15043,1.98616
284,0.926,0.929538,0.892744,0.90813,0.850433,246.07,263.689,231.063,262.963,249.21,0.627,0.710641,0.717205,0.605835,0.60228,1.796,2.14522,1.82991,1.59805,2.06215
285,1.305,1.20071,1.2002,1.30618,1.30476,233.536,240.743,244.219,244.358,235.534,0.11,0.161699,0.13028,0.135362,0.12552,0.769,1.13047,1.08774,0.946485,1.01472
286,1.305,1.78083,1.6355,1.63702,1.60886,304.812,295.128,281.845,307.209,302.27,0.463,0.402068,0.406792,0.371257,0.454296,1.057,2.26942,1.91196,2.31108,1.83237
287,1.857,1.89174,1.92998,2.26463,1.98893,288.48,320.06,302.583,293.474,301.139,0.274,0.299168,0.331139,0.311818,0.310564,1.784,1.87189,1.82041,1.93611,1.79673
288,1.981,1.85825,1.83906,1.82852,1.98085,306.344,330.915,334.073,318.452,326.064,0.353,0.389082,0.36072,0.345803,0.376332,1.994,1.8047,1.74499,1.5663,1.81154
289,0.838,0.945838,0.920032,0.930658,0.925785,213.674,239.149,242.619,220.703,253.599,0.509,0.590125,0.526792,0.557657,0.497142,2.069,2.48315,2.54871,2.47531,2.77256
291,0.856,1.01176,0.80864,0.763687,0.903344,328.253,192.46,227.306,287.635,243.228,1.002,0.717361,0.856343,0.793314,0.691317,1.612,2.13037,2.4665,2.20251,2.2872
292,2.373,2.33526,2.49159,2.13963,2.52204,319.487,291.848,288.0,288.01,299.081,0.182,0.128513,0.13069,0.161394,0.147074,1.24,1.0615,1.22378,1.38851,1.29332
293,1.284,1.21985,1.21655,1.1936,1.168,249.576,237.918,235.077,240.092,239.54,0.205,0.192683,0.185767,0.222717,0.222527,0.852,1.59756,1.24926,1.60361,0.925842
294,1.121,1.14063,1.26584,1.33726,1.17379,250.689,263.03,265.823,242.707,242.156,0.54,0.551098,0.526968,0.536997,0.55077,2.08,2.34732,1.64248,2.65197,1.54731
296,1.832,1.79887,1.70101,1.75669,1.70402,308.857,291.276,276.736,302.094,280.038,0.304,0.297615,0.287258,0.262851,0.296283,1.134,1.33613,1.44236,1.72585,2.68746
297,2.609,2.63601,2.05717,2.20392,2.4199,323.97,301.119,286.362,300.087,309.921,0.157,0.145328,0.168041,0.137625,0.137208,1.68,1.14603,1.14483,1.1169,0.778971
298,1.273,1.21612,1.16693,1.02655,1.25209,226.143,238.308,234.326,216.726,236.828,0.159,0.219664,0.201905,0.185667,0.186886,1.737,1.13704,1.33768,1.2691,0.879819
299,0.931,0.94167,0.948793,0.938639,1.12717,338.415,250.539,253.439,301.512,266.742,0.498,0.365214,0.347677,0.338342,0.374619,0.74,0.710677,0.750911,0.910489,0.840908
300,1.004,1.00154,1.0689,1.02387,1.03008,272.204,229.038,232.237,241.999,229.643,0.386,0.319361,0.333911,0.261616,0.307487,0.818,1.10218,1.50761,1.52935,1.51962
301,0.966,1.08793,1.12599,1.1555,1.12749,299.769,297.916,293.325,273.699,283.411,0.948,0.90823,0.901653,0.771998,0.97366,1.921,2.23124,2.27624,2.12244,2.19846
302,0.696,0.680341,0.695237,0.681259,0.700525,258.901,220.766,229.668,234.897,224.727,0.876,0.970401,0.868959,0.75177,1.04739,1.677,2.25075,2.27343,1.5823,2.38318
303,1.344,1.37172,1.43017,1.34578,1.39934,285.424,312.905,296.522,285.83,294.025,0.496,0.457067,0.503236,0.503212,0.549982,1.511,1.71587,1.76416,1.26763,1.44655
305,0.766,0.63244,0.671587,0.695973,0.710487,244.291,227.853,264.929,301.922,265.682,0.945,0.932966,0.800583,1.04763,1.01925,2.398,2.30778,2.09348,2.57976,2.53539
306,0.987,1.26241,1.15894,1.1977,1.05072,208.98,234.561,240.361,224.904,226.169,0.284,0.344696,0.306804,0.346587,0.305615,2.045,1.9251,1.58927,1.70625,1.53719
307,0.91,0.898124,0.891144,0.755466,0.827316,206.282,227.161,202.934,218.655,226.692,0.365,0.39612,0.366104,0.400678,0.422244,2.25,1.91968,2.00976,1.52719,2.26905
308,0.862,0.813892,0.788694,0.964243,0.920736,205.841,214.088,198.27,221.027,206.694,0.301,0.363254,0.353278,0.425491,0.318241,1.342,2.30647,2.13214,1.72465,1.71608
309,1.224,1.3004,1.23322,1.21923,1.17726,260.86,266.268,264.995,283.216,268.317,0.627,0.669634,0.705583,0.76411,0.612754,2.728,2.48909,3.35977,3.17648,2.60216
