sys,radius_pred,radius_true,zl_pred,zl_true,zs_pred,zs_true
3111.0,1.5919290781021118,1.496999979019165,0.6390405893325806,0.5709999799728394,1.5542281866073608,1.2649999856948853
6113.0,1.3351622819900513,1.4420000314712524,0.6907140016555786,0.6710000038146973,2.182788610458374,2.13100004196167
16001.0,1.6235030889511108,1.5410000085830688,1.154030442237854,0.9079999923706055,4.306084156036377,2.6040000915527344
14954.0,2.132598876953125,1.819000005722046,0.2653202414512634,0.20100000500679016,1.3004488945007324,0.9409999847412109
19867.0,0.8610407114028931,0.8059999942779541,0.658474326133728,0.49000000953674316,1.8301866054534912,1.8949999809265137
17957.0,1.0234204530715942,0.8259999752044678,0.4402388334274292,0.4000000059604645,1.6354351043701172,0.871999979019165
11198.0,0.9568212032318115,1.0870000123977661,1.0095267295837402,1.0579999685287476,2.648721218109131,2.378999948501587
823.0,1.2408190965652466,1.4240000247955322,0.2996464967727661,0.2329999953508377,1.3850719928741455,2.617000102996826
14864.0,1.1714714765548706,1.2890000343322754,0.680983304977417,0.6890000104904175,2.1100974082946777,1.8489999771118164
16469.0,1.7068530321121216,1.1030000448226929,0.1976889967918396,0.16899999976158142,1.1975927352905273,0.42899999022483826
8916.0,1.5464469194412231,1.4199999570846558,0.6767594814300537,0.5490000247955322,2.143962860107422,2.2960000038146973
5447.0,1.8826380968093872,1.7510000467300415,0.5292156934738159,0.4050000011920929,2.4005329608917236,2.1019999980926514
2975.0,1.4177584648132324,1.2480000257492065,0.21598747372627258,0.11699999868869781,1.3633825778961182,1.88100004196167
21296.0,1.7447460889816284,1.5870000123977661,0.7105681896209717,0.609000027179718,2.664618730545044,2.253999948501587
15289.0,1.9616405963897705,1.9900000095367432,0.3755257725715637,0.3269999921321869,1.3751648664474487,1.2170000076293945
11180.0,1.5799938440322876,1.4739999771118164,0.4924165606498718,0.41999998688697815,2.4769504070281982,1.7630000114440918
16694.0,1.3202682733535767,1.5010000467300415,0.5949106216430664,0.7239999771118164,1.6412804126739502,1.850000023841858
3559.0,1.6408292055130005,1.6440000534057617,0.4434337615966797,0.41999998688697815,1.8283687829971313,1.4049999713897705
15414.0,1.2855950593948364,1.2359999418258667,0.5519834756851196,0.515999972820282,1.8596489429473877,2.130000114440918
2284.0,1.7852469682693481,1.9259999990463257,0.5767704248428345,0.47600001096725464,1.9771337509155273,2.9509999752044678
17184.0,1.0245521068572998,0.9440000057220459,0.4250626266002655,0.38999998569488525,2.034085988998413,1.1230000257492065
2691.0,1.7952834367752075,1.4819999933242798,0.17795482277870178,0.07699999958276749,1.1753953695297241,0.44200000166893005
3483.0,2.4040799140930176,2.440000057220459,0.24285466969013214,0.20600000023841858,1.2421116828918457,0.7260000109672546
3454.0,1.5376657247543335,1.5,0.40269479155540466,0.29100000858306885,1.710073709487915,1.4240000247955322
12810.0,1.8239729404449463,1.9179999828338623,0.43856850266456604,0.3610000014305115,1.8989224433898926,2.453000068664551
1815.0,1.4493542909622192,1.2359999418258667,0.46869659423828125,0.3799999952316284,2.4395763874053955,1.5950000286102295
